City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,sur,22.5667,59.5289,31.57,75,88,2.61,OM,1720101843
293,mwinilunga,-11.7358,24.4293,27.04,19,5,3.27,ZM,1720101845
294,concordia,-31.393,-58.0209,10.99,70,0,3.6,AR,1720101846
295,yankton,42.8711,-97.3973,21.14,78,100,4.12,US,1720101848
296,taoudenni,22.6783,-3.9836,44.13,16,9,6.5,ML,1720101850
297,cholpon-ata,42.6494,77.0823,21.03,60,77,1.44,KG,1720101852
298,fort mcmurray,56.7268,-111.381,12.77,94,0,0.51,CA,1720101613
299,bojnurd,37.4747,57.329,33.97,24,20,8.23,IR,1720101856
300,lloydminster,53.2835,-110.0016,14.12,94,20,3.6,CA,1720101852
301,helena,46.5927,-112.0361,13.55,82,20,1.54,US,1720101859
302,floro,61.5996,5.0328,18.04,55,75,2.57,NO,1720101861
303,toliara,-23.35,43.6667,23.61,57,0,5.07,MG,1720101863
304,kuantan,3.8077,103.326,25.06,78,20,3.6,MY,1720101867
305,manaure,11.7751,-72.4445,29.02,69,100,2.16,CO,1720101869
306,azuaga,38.2667,-5.6833,38.87,17,5,1.61,ES,1720101871
307,beyneu,45.3167,55.2,36.37,18,100,2.3,KZ,1720101873
308,itaituba,-4.2761,-55.9836,30.09,74,40,2.06,BR,1720101875
309,grand forks,47.9417,-97.4337,19.96,77,40,2.57,US,1720101877
310,holualoa,19.6228,-155.9522,22.15,81,0,2.57,US,1720101878
311,kristiansund,63.1115,7.732,21.03,37,0,5.66,NO,1720101880
312,yelets,52.6237,38.5017,30.23,47,15,5.51,RU,1720101882
313,shakhan,49.8233,72.6342,19.38,69,45,5.7,KZ,1720101884
314,melfort,52.8667,-104.6177,14.07,88,28,2.06,CA,1720101886
315,bel ombre,-4.6167,55.4167,27.91,69,20,4.12,SC,1720101888
316,castillos,-34.1667,-53.8333,9.35,70,100,2.0,UY,1720101890
317,kodinsk,58.6881,99.1844,24.55,58,100,2.11,RU,1720101892
318,sao jose da coroa grande,-8.8978,-35.1478,26.8,62,38,4.23,BR,1720101893
319,coquimbo,-29.9533,-71.3436,11.1,89,100,1.54,CL,1720101895
320,berezovo,63.9381,65.0419,30.35,42,73,5.94,RU,1720101897
321,port lincoln,-34.7333,135.8667,12.38,71,20,8.35,AU,1720101899
322,manismata,-2.4667,111.0333,23.64,98,95,1.13,ID,1720101901
323,salanso,12.1833,-4.0833,29.39,58,93,3.63,BF,1720101903
324,kotabumi,-4.8333,104.9,25.04,90,100,1.76,ID,1720101905
325,faya-largeau,17.9257,19.1043,43.04,5,10,4.54,TD,1720101907
326,shindand,33.3029,62.1474,39.7,9,7,11.05,AF,1720101909
327,samitah,16.596,42.9444,36.72,38,2,11.0,SA,1720101910
328,guiuan,11.0333,125.7247,28.99,74,97,2.48,PH,1720101912
329,gerash,27.6652,54.1371,42.08,13,1,2.57,IR,1720101914
330,baoshan,46.5586,131.4244,19.91,95,100,2.47,CN,1720101916
331,hillsboro,45.5229,-122.9898,16.34,84,0,0.45,US,1720101640
332,east london,-33.0153,27.9116,19.52,37,0,9.26,ZA,1720101920
333,colchani,-20.3,-66.9333,3.85,25,6,1.51,BO,1720101922
334,esikhaleni,-28.871,31.8996,21.12,49,4,7.84,ZA,1720101923
335,mar del plata,-38.0023,-57.5575,8.01,57,0,7.72,AR,1720101925
336,bollnas,61.3482,16.3946,18.44,50,100,5.15,SE,1720101929
337,fort bragg,35.139,-79.006,30.38,73,98,1.79,US,1720101931
338,mananjary,-21.2167,48.3333,22.56,75,0,4.97,MG,1720101933
339,noumea,-22.2763,166.4572,22.78,99,92,2.78,NC,1720101911
340,pita,10.8333,-12.5833,27.03,81,97,2.31,GN,1720101936
341,salto,-31.3833,-57.9667,11.04,70,0,4.12,UY,1720101938
342,saint-pierre,-21.3393,55.4781,22.82,68,20,1.03,RE,1720101940
343,annau,37.8876,58.516,37.72,13,0,5.14,TM,1720101942
344,kebili,33.7044,8.969,35.61,19,0,3.79,TN,1720101944
345,tazovsky,67.4667,78.7,18.18,68,99,1.36,RU,1720101946
346,monrovia,6.3005,-10.7969,29.87,69,53,4.49,LR,1720101948
347,vargashi,55.3556,65.8467,24.69,80,38,2.66,RU,1720101950
348,papao,-17.75,-149.55,23.7,80,9,10.25,PF,1720101952
349,noosa heads,-26.3833,153.15,14.63,68,24,9.12,AU,1720101954
350,melekeok village,7.4957,134.6367,25.31,88,75,1.54,PW,1720101955
351,kalininsk,51.5,44.4758,32.74,37,55,2.4,RU,1720101957
352,puerto aysen,-45.4,-72.7,0.9,96,99,2.28,CL,1720101959
353,pariaman,-0.619,100.12,30.03,85,16,1.56,ID,1720101963
354,yamada,39.4667,141.95,19.26,80,100,2.52,JP,1720101965
355,ulysses,37.5814,-101.3552,19.77,77,20,6.69,US,1720101967
356,tadine,-21.55,167.8833,21.6,81,99,6.47,NC,1720101968
357,freetown,8.484,-13.2299,27.84,78,75,2.57,SL,1720101970
358,vorkuta,67.5,64.0,23.4,56,3,8.92,RU,1720101972
359,maceio,-9.6658,-35.7353,28.69,78,40,4.63,BR,1720101679
360,kabinda,-6.1333,24.4833,34.39,16,77,1.57,CD,1720101976
361,onega,63.9061,38.1404,19.7,57,84,1.89,RU,1720101978
362,petra,30.3222,35.4793,29.53,14,0,3.74,JO,1720101980
363,opuwo,-18.0607,13.84,29.26,10,5,2.43,,1720101982
364,onguday,50.75,86.15,14.3,90,100,0.63,RU,1720101983
365,eastham,41.8301,-69.9739,25.03,76,0,4.12,US,1720101985
366,champerico,14.3,-91.9167,25.67,77,9,3.13,GT,1720101987
367,corinto,37.9407,22.9573,25.68,66,100,0.52,GR,1720101989
368,tromso,69.6496,18.957,15.01,58,20,5.66,NO,1720101991
369,thurso,58.5927,-3.5259,13.14,78,100,7.82,GB,1720101995
370,al mijlad,11.0333,27.7333,38.27,24,12,3.71,SD,1720101997
371,bayanhongor,46.7167,100.1167,10.91,77,100,1.66,MN,1720101998
372,gilgit,35.9221,74.3087,31.1,30,78,0.94,PK,1720102002
373,tsiombe,-25.3,45.4833,23.05,54,66,1.73,MG,1720102004
374,medicine hat,50.0501,-110.6683,13.73,93,100,2.57,CA,1720101836
375,alofi,-19.0595,-169.9187,22.94,100,75,2.06,NU,1720102008
376,chui,-33.6971,-53.4616,9.26,77,100,1.93,UY,1720102010
377,dubovskoye,47.4092,42.7575,36.95,17,80,7.22,RU,1720102012
378,brokopondo,4.75,-55.1667,27.68,71,52,2.48,SR,1720102013
379,turpan,42.9333,89.1667,34.2,21,100,9.51,CN,1720102015
380,kerikeri,-35.2268,173.9474,6.06,93,10,2.24,NZ,1720102017
381,wao,7.6833,124.6833,19.24,92,100,1.23,PH,1720102019
382,roma,43.2128,-75.4557,27.27,71,0,0.0,US,1720102021
383,menongue,-14.6585,17.691,29.59,10,2,3.74,AO,1720102023
384,necochea,-38.5473,-58.7368,7.09,45,2,9.13,AR,1720102025
385,san carlos del zulia,9.0,-71.9135,28.55,74,86,1.88,VE,1720102026
386,langepas,61.2544,75.2124,25.18,54,46,0.75,RU,1720102028
387,baruun-urt,46.6806,113.2792,21.48,50,99,3.1,MN,1720102030
388,muisne,0.6,-80.0333,24.98,86,98,3.85,EC,1720102032
389,venecia,5.9628,-75.7381,20.31,90,98,0.76,CO,1720102034
390,cockburn town,21.4612,-71.1419,28.19,80,100,7.03,TC,1720102036
391,sambava,-14.2667,50.1667,24.2,67,42,6.02,MG,1720102040
392,kiruna,67.8557,20.2251,15.51,63,0,2.06,SE,1720102042
393,paddhari,22.4333,70.6,31.4,67,99,7.05,IN,1720102043
394,uturoa,-16.7333,-151.4333,26.05,75,2,9.97,PF,1720102045
395,tarauaca,-8.1614,-70.7656,29.21,52,6,0.78,BR,1720102047
396,lucapa,-8.4192,20.7447,32.52,14,41,1.94,AO,1720102049
397,lhokseumawe,5.1801,97.1507,26.54,78,100,1.1,ID,1720102051
398,saint-joseph,-21.3667,55.6167,22.21,76,50,5.95,RE,1720102053
399,kouango,4.9934,19.9619,25.47,86,100,0.72,CF,1720102055
400,haiku-pauwela,20.9219,-156.3051,22.92,73,0,5.36,US,1720102057
401,sirte,31.2089,16.5887,27.68,56,0,6.92,LY,1720102058
402,alo,6.5486,4.2686,25.95,86,99,3.63,NG,1720102060
403,kapa'a,22.0752,-159.319,24.18,85,100,6.69,US,1720102062
404,bengkulu,-3.8004,102.2655,26.3,90,88,1.86,ID,1720102064
405,santa elena de uairen,4.6167,-61.1333,24.62,64,4,4.83,VE,1720102066
406,pavlogradka,54.2024,73.5592,18.98,81,100,5.16,RU,1720102068
407,kasulu,-4.5767,30.1025,29.12,26,51,1.65,TZ,1720102070
408,kaoma,-14.7833,24.8,29.81,12,3,3.3,ZM,1720102072
409,ceelbuur,4.685,46.6176,33.81,28,54,9.65,SO,1720102073
410,san rafael del sur,11.8485,-86.4384,28.54,82,100,0.97,NI,1720102075
411,khandyga,62.6667,135.6,10.02,71,5,2.25,RU,1720102077
412,port sudan,19.6175,37.2164,34.22,50,100,2.42,SD,1720102079
413,salinas,36.6777,-121.6555,19.74,87,0,3.09,US,1720102081
414,wakkanai,45.4094,141.6739,17.03,96,70,5.87,JP,1720102083
415,darab,28.7519,54.5444,39.54,14,0,7.39,IR,1720102085
416,dunedin,-45.8742,170.5036,4.33,86,71,3.83,NZ,1720102069
417,mitsamiouli,-11.3847,43.2844,26.04,72,71,4.06,KM,1720102088
418,barkhan,29.8977,69.5256,37.49,27,76,5.52,PK,1720102090
419,beau vallon,-20.4189,57.6953,21.79,63,19,7.56,MU,1720102092
420,khanty-mansiysk,61.0042,69.0019,29.06,51,0,2.0,RU,1720102094
421,nova vicosa,-17.8919,-39.3719,27.13,52,0,1.57,BR,1720102096
422,kone,-21.0595,164.8658,19.23,85,53,2.39,NC,1720102097
423,nabire,-3.3667,135.4833,24.35,92,100,1.44,ID,1720101811
424,maxixe,-23.8597,35.3472,27.7,43,0,2.95,MZ,1720102101
425,vila velha,-20.3297,-40.2925,28.97,99,0,1.54,BR,1720102103
426,edwards,39.645,-106.5942,13.64,46,0,0.89,US,1720102105
427,portland,45.5234,-122.6762,16.8,86,0,1.34,US,1720101803
428,san pedro,14.35,121.0167,27.88,85,99,1.79,PH,1720102110
429,caleta de carquin,-11.0925,-77.6267,18.39,78,68,3.12,PE,1720102112
430,birjand,32.8663,59.2211,38.26,11,40,3.09,IR,1720102114
431,tucurui,-3.7661,-49.6725,30.17,54,9,2.35,BR,1720102116
432,sassandra,4.95,-6.0833,26.68,69,78,3.89,CI,1720102118
433,yashkul',46.1711,45.3435,35.91,16,94,8.15,RU,1720102120
434,curillo,1.0333,-75.9191,21.12,99,100,0.72,CO,1720102122
435,al kharijah,25.4514,30.5464,42.31,7,3,5.42,EG,1720102123
436,nelson bay,-32.7167,152.15,16.11,71,98,1.34,AU,1720102125
437,tofol,5.3248,163.0078,27.44,81,100,8.62,FM,1720102127
438,galveston,29.3669,-94.9669,32.27,76,0,5.14,US,1720102129
439,moanda,-1.5575,13.2178,31.83,42,100,0.58,GA,1720102131
440,happy valley-goose bay,53.3168,-60.3315,16.28,84,100,6.61,CA,1720102133
441,alice springs,-23.7,133.8833,1.75,87,5,0.0,AU,1720102134
442,baswa,27.15,76.5833,26.7,84,100,3.57,IN,1720102136
443,minas de marcona,-15.2119,-75.1103,13.11,74,33,1.37,PE,1720102138
444,belyy yar,53.6039,91.3903,20.94,68,0,2.0,RU,1720102142
445,sarykemer,43.0,71.5,32.71,18,5,6.08,KZ,1720102144
446,shorapur,16.5167,76.75,28.52,58,100,7.5,IN,1720102146
447,bhalwal,32.272,72.9043,38.69,37,6,5.41,PK,1720102148
448,santa ana de yacuma,-13.75,-65.4333,29.13,45,2,2.18,BO,1720102149
449,panaba,21.2833,-88.2667,28.72,78,5,5.18,MX,1720102151
450,mil'kovo,55.6078,37.7956,32.25,43,37,7.64,RU,1720102153
451,esperanza,19.5847,-70.9849,29.32,80,100,3.13,DO,1720102155
452,snyder,32.7179,-100.9176,29.44,54,0,6.17,US,1720102157
453,lalago,-3.45,33.95,30.42,29,21,3.59,TZ,1720102159
454,shevchenko,48.5,35.0,32.51,23,100,5.76,UA,1720102161
455,surfside,25.8784,-80.1256,32.24,74,40,4.63,US,1720102162
456,mamuju,-2.6748,118.8885,25.41,90,99,1.5,ID,1720102164
457,antalaha,-14.9003,50.2788,23.94,66,91,4.92,MG,1720102166
458,siwa oasis,29.2041,25.5195,39.05,17,0,6.72,EG,1720102168
459,honcho,35.6931,139.9833,31.13,70,0,2.51,JP,1720102170
460,kerpen,50.8667,6.7,21.47,54,75,6.17,DE,1720102172
461,tallulah,32.4085,-91.1868,31.0,79,20,2.06,US,1720102173
462,nicoya,10.1483,-85.452,23.45,98,100,1.23,CR,1720102175
463,touros,-5.1989,-35.4608,27.43,70,99,6.96,BR,1720102177
464,conception bay south,47.4999,-52.9981,18.64,83,100,2.65,CA,1720102179
465,chilca,-12.5211,-76.7372,16.91,80,63,1.77,PE,1720102181
466,benguela,-12.5763,13.4055,24.04,68,25,4.64,AO,1720102183
467,torit,4.4133,32.5678,35.84,27,17,0.21,SS,1720102185
468,fontaine-les-dijon,47.3424,5.0201,21.0,78,75,4.12,FR,1720102186
469,guerrero negro,27.9769,-114.0611,20.07,80,96,1.48,MX,1720102188
470,zalingei,12.9096,23.4741,32.39,37,30,4.48,SD,1720102190
471,tralee,52.2704,-9.7026,14.14,82,75,7.72,IE,1720102192
472,parauapebas,-6.0675,-49.9022,30.99,54,0,0.0,BR,1720102194
473,fuglafjordur,62.244,-6.814,13.26,84,78,3.82,FO,1720102196
474,peshkopi,41.685,20.4289,20.5,70,100,1.44,AL,1720102198
475,selfoss,63.9331,-20.9971,12.14,72,100,4.7,IS,1720102199
476,ambon,-3.6954,128.1814,26.08,89,75,4.63,ID,1720102201
477,muddebihal,16.3333,76.1333,26.82,65,100,9.64,IN,1720102203
478,paraiso,9.8383,-83.8656,21.09,95,100,0.7,CR,1720102205
479,villamontes,-21.25,-63.5,19.79,48,4,1.88,BO,1720102207
480,loushanguan,28.1375,106.82,21.81,93,60,3.67,CN,1720102209
481,arraial do cabo,-22.9661,-42.0278,28.92,45,0,1.03,BR,1720102211
482,rundu,-17.9333,19.7667,29.88,11,19,3.13,,1720102212
483,arenapolis,-14.4503,-56.8461,29.74,32,65,2.11,BR,1720102214
484,razole,16.4833,81.8333,28.73,80,100,1.37,IN,1720102216
485,zhengjiatun,43.5064,123.5064,21.29,72,100,1.86,CN,1720102218
486,tumayr,25.7039,45.868,39.65,7,0,6.3,SA,1720102220
487,sitka,57.0531,-135.33,11.94,82,75,4.63,US,1720102222
488,shimoda,34.6667,138.95,27.84,77,4,5.62,JP,1720102224
489,yantarnyy,54.8717,19.9381,19.92,64,100,6.94,RU,1720102225
490,nieuw amsterdam,5.8833,-55.0833,31.01,70,40,2.06,SR,1720102227
491,gornozavodsk,58.3758,58.3211,28.7,60,44,1.82,RU,1720102229
492,guelendeng,10.9176,15.5501,22.94,80,100,8.42,TD,1720102231
493,grand falls-windsor,48.9332,-55.6649,23.61,66,100,3.19,CA,1720102233
494,las lomas,8.4333,-82.4,25.78,83,100,1.28,PA,1720102235
495,childress,34.4264,-100.204,29.4,51,0,4.12,US,1720102237
496,bardai,11.65,7.2333,30.24,50,72,3.32,NG,1720102238
497,kenai,60.5544,-151.2583,10.64,93,0,2.06,US,1720102240
498,tazacorte,28.629,-17.9293,23.97,77,40,4.63,ES,1720102242
499,radhanpur,23.8333,71.6,33.59,55,100,6.33,IN,1720102244
500,howard springs,-12.497,131.047,21.95,54,0,3.54,AU,1720102246
501,kratie,12.4881,106.0188,24.11,97,100,1.33,KH,1720102248
502,oodweyne,9.4092,45.064,32.88,29,92,7.25,SO,1720102249
503,porto novo,6.4965,2.6036,28.35,70,100,4.61,BJ,1720102251
504,vadso,70.0744,29.7487,15.49,71,75,1.54,NO,1720102253
505,doba,8.65,16.85,30.05,57,99,1.6,TD,1720102255
506,namsos,64.4662,11.4957,18.03,63,75,6.69,NO,1720102257
507,paraisopolis,-22.5542,-45.78,23.91,48,0,1.69,BR,1720102259
508,mubi,10.2676,13.2644,29.82,54,64,2.29,NG,1720102261
509,diepsloot,-25.9308,28.0123,18.22,32,0,2.68,ZA,1720102262
510,buga,3.9009,-76.2978,21.84,89,100,0.8,CO,1720102264
511,katsuren-haebaru,26.3369,127.8719,29.43,84,0,2.57,JP,1720102270
512,chulakkurgan,43.765,69.1814,31.8,21,10,6.74,KZ,1720102272
513,mlangali,-9.7833,34.5167,18.96,65,100,1.5,TZ,1720102273
514,maymana,35.9214,64.7836,36.98,9,65,2.58,AF,1720102275
515,ovalle,-30.5983,-71.2003,15.61,41,94,0.89,CL,1720102277
516,simanggang,1.2472,111.4528,24.29,99,98,0.83,MY,1720102281
517,dawei,14.0833,98.2,25.34,88,100,3.31,MM,1720102283
518,tolanaro,-25.0319,46.9987,21.99,80,0,4.26,MG,1720102285
519,susuman,62.7833,148.1667,13.24,85,78,2.58,RU,1720102286
520,colonia,50.9333,6.95,21.64,55,20,6.17,DE,1720102288
521,rongelap,11.1635,166.8941,28.22,78,100,5.81,MH,1720102290
522,enriquillo,17.9,-71.2333,31.82,63,100,4.27,DO,1720102292
523,dakhla,23.6848,-15.958,19.49,87,11,9.43,EH,1720102294
524,la ronge,55.1001,-105.2842,15.11,63,53,1.52,CA,1720102296
525,yeppoon,-23.1333,150.7333,17.92,71,100,10.66,AU,1720102384
526,aden,12.7794,45.0367,32.53,65,100,2.45,YE,1720102385
527,ubatuba,-23.4339,-45.0711,23.93,48,2,1.25,BR,1720102387
528,piracuruca,-3.9281,-41.7092,33.8,38,19,2.71,BR,1720102389
529,gbarnga,6.9956,-9.4722,27.46,66,98,1.44,LR,1720102391
530,nyurba,63.2842,118.3319,11.4,73,2,1.64,RU,1720102393
531,san clemente del tuyu,-36.3569,-56.7235,6.66,54,3,7.31,AR,1720102395
532,santa ana,33.7456,-117.8678,21.81,89,75,1.54,US,1720102397
533,valentin gomez farias,28.2167,-106.5833,23.54,57,3,3.11,MX,1720102398
534,san luis de la loma,17.2706,-100.8939,25.92,80,17,1.25,MX,1720102400
535,agoo,16.0833,120.1,26.71,86,100,3.02,PH,1720102402
536,qamdo,31.1667,97.2333,11.76,73,98,1.02,CN,1720102404
537,akureyri,65.6835,-18.0878,7.96,87,75,6.17,IS,1720102406
538,hirara,24.8,125.2833,29.52,76,15,4.09,JP,1720102408
539,plainview,40.7765,-73.4673,25.97,76,40,5.14,US,1720102409
540,labrador city,52.9463,-66.9114,16.95,82,100,6.69,CA,1720102411
541,kill devil hills,36.0307,-75.676,27.77,67,0,4.63,US,1720102409
542,sarkand,45.41,79.9186,20.53,60,89,1.68,KZ,1720102415
543,tyukhtet,56.5389,89.3011,18.65,92,78,2.08,RU,1720102417
544,altai,46.3722,96.2583,15.51,32,0,2.19,MN,1720102419
545,northam,51.0333,-4.2167,17.44,67,30,9.6,GB,1720102421
546,arizona city,32.7559,-111.671,32.69,47,5,5.22,US,1720102426
547,bambari,5.768,20.6757,30.11,55,100,1.73,CF,1720102428
548,howrah,22.5892,88.3103,29.0,94,75,3.09,IN,1720102432
549,yerofey pavlovich,53.9667,121.9667,20.27,72,62,2.13,RU,1720102434
550,pentecoste,-3.7928,-39.2703,29.75,47,64,4.81,BR,1720102436
551,figuig (centre),32.1089,-1.2286,40.47,7,13,3.67,MA,1720102437
552,polyarnyy,69.1989,33.4478,12.93,65,92,2.23,RU,1720102439
553,ghauspur,28.1391,69.0831,42.87,25,100,4.23,PK,1720102441
554,mulayjah,27.271,48.4242,43.3,7,0,8.43,SA,1720102443
555,ust-tsilma,65.441,52.1498,18.56,66,93,4.88,RU,1720102445
556,tuni,17.35,82.55,30.41,68,100,1.93,IN,1720102447
557,chaman,30.9236,66.4512,41.09,7,7,4.67,PK,1720102450
558,yokadouma,3.5167,15.05,24.55,82,100,2.12,CM,1720102452
559,ta`u,-14.2336,-169.5144,27.34,75,10,10.87,AS,1720102454
560,gaspe,48.8334,-64.4819,20.12,64,100,1.54,CA,1720102456
561,novospasskoye,53.1468,47.7514,33.41,34,9,4.78,RU,1720102458
562,choyr,46.3611,108.3611,23.36,32,71,4.94,MN,1720102462
563,maintirano,-18.0667,44.0167,25.22,55,6,4.93,MG,1720102463
564,puerto colombia,10.9878,-74.9547,29.05,73,100,2.9,CO,1720102465
565,pauini,-7.7136,-66.9764,30.84,45,2,1.01,BR,1720102467
566,timimoun,29.2639,0.231,47.21,4,0,1.54,DZ,1720102469
567,magadan,59.5667,150.8,10.73,92,99,1.8,RU,1720102471
568,meadow lake,34.8014,-106.5436,27.05,31,1,2.39,US,1720102473
569,san julian,21.0167,-102.1667,16.15,82,100,1.49,MX,1720102475
570,al quwayrah,29.8004,35.3116,35.0,11,0,5.28,JO,1720102477
571,aykhal,66.0,111.5,13.26,46,10,2.67,RU,1720102478
572,peniche,39.3558,-9.3811,24.5,79,5,4.63,PT,1720102480
573,flin flon,54.7682,-101.865,15.91,72,75,1.03,CA,1720102482
574,okha,53.5739,142.9478,11.76,91,12,0.33,RU,1720102484
575,lerwick,60.1545,-1.1494,12.0,78,100,4.51,GB,1720102486
576,luganville,-15.5333,167.1667,23.33,80,12,2.39,VU,1720102488
577,san luis,-33.295,-66.3356,8.5,38,100,6.78,AR,1720102492
578,lyepyel',54.8814,28.6932,25.23,71,98,3.56,BY,1720102493
579,dazhou,31.2159,107.5009,24.49,89,73,1.01,CN,1720102495
580,sanctuary point,-35.1114,150.629,12.96,83,100,4.14,AU,1720102497
581,alpine,32.835,-116.7664,19.26,83,0,0.0,US,1720102499
582,new norfolk,-42.7826,147.0587,2.62,97,6,1.41,AU,1720102501
583,sanming,26.2486,117.6186,27.0,70,0,1.64,CN,1720102503
584,san salvador de jujuy,-24.1946,-65.2971,13.74,59,0,0.87,AR,1720102505
585,ibshaway,29.358,30.6814,40.28,15,0,0.78,EG,1720102506
586,buellton,34.6136,-120.1927,15.58,94,0,0.0,US,1720102508
